Title,Abstract,DOI,Score,Trait Points,Species Points,Experiment Points,Interaction Points
Differential vulnerability to predation in two sympatric whelks is mediated by juvenile traits,"Abstract In many taxa, initial differences in offspring size play an important role in mediating subsequent performance; however, the consequences of interspecific variation in size for the performance of co‐occurring taxa have been rarely examined. We used the whelks C ominella virgata and C. maculosa, which co‐occur on rocky shores throughout their life cycles, to examine the vulnerability of early life‐stages to native predators under controlled laboratory conditions. Among all the predators evaluated (the cushion sea star P atiriella spp., the olive rockfish A canthoclinus fuscus, the oyster borer snail H austrum scobina, the smooth shore crab C yclograpsus lavauxi, and the pebble crab H eterozius rotundifrons ), hatchlings of both species ( C. virgata : ~3 mm shell length [ SL ] and C. maculosa : ~1.5 mm SL ) were especially vulnerable to the smooth shore crab C y. lavauxi, the only potential predator in which mortality was greater than in the control treatment. Small shore crabs (~8 mm carapace width [ CW ]) were unable to eat hatchlings of either whelk species, whereas medium and large shore crabs (~12 and ~18 mm CW, respectively) consumed hatchlings of both prey species. Hatchlings of C. virgata were less vulnerable to predation by medium crabs than large ones, and those of C. maculosa were equally vulnerable to both sizes of crabs. In hatchlings of both prey species, shell length and shell thickness increased over time. Two months after hatching, only individuals of C. virgata had reached a size refuge from predation. Our results show that interspecific vulnerability to predators can be mitigated by larger sizes and thicker shells at hatching; nonetheless, our results also suggest that other species‐specific factors, such as juvenile growth rate, may also play key roles in determining the vulnerability of hatchling and juvenile snails to shell‐crushing predators.",https://doi.org/10.1111/j.1744-7410.2012.00274.x,0.19,0.1,0.1,0.4,0.7000000000000001
Fish predators reduce kelp frond loss via a trait‐mediated trophic cascade,"Abstract Although trophic cascades were originally believed to be driven only by predators eating prey, there is mounting evidence that such cascades can be generated in large part via non‐consumptive effects. This is especially important in cascades affecting habitat‐forming foundation species that in turn, influence associated communities. Here, we use laboratory and field experiments to identify a trait‐mediated indirect interaction between predators and an abundant kelp in a marine temperate reef system. Predation risk from a microcarnivorous fish, the señorita, suppressed grazing by the host‐specific seaweed limpet, which in turn, influenced frond loss of the habitat‐forming feather boa kelp. This trophic cascade was pronounced because minor amounts of limpet grazing decreased the strength required to break kelp fronds. Cues from fish predators mitigated kelp loss by decreasing limpet grazing; we found 86% of this indirect interaction between predator and kelp was attributed to the non‐consumptive effect in the laboratory and 56% when applying the same effect size calculations to the field. In field manipulations, the non‐consumptive effect of señorita was as strong as the total predator effect and most importantly, as strong as the uncaged, “open” treatment with natural levels of predators. Our findings demonstrate that the mere presence of this fish reduces frond loss of the feather boa kelp through a trait‐mediated trophic cascade. Moreover, despite large volumes of water, current flow, and wave energy, we clearly demonstrate a strong non‐consumptive effect via an apparent chemical cue from señorita, suggesting that chemically mediated trait‐driven cascades may be more prevalent in subtidal marine systems than we are currently aware.",https://doi.org/10.1002/ecy.2380,0.18888888888888888,0.1111111111111111,0.14814814814814814,0.5555555555555556,0.4074074074074074
Relative strengths of trait‐mediated and density‐mediated indirect effects of a predator vary with resource levels in a freshwater food chain,"Predators can affect the density and traits (e.g. morphology, behavior) of their prey, and either change may influence how prey interact with their resources. Thus, predators can interact indirectly with resource species (i.e. two trophic levels below) through two separate mechanisms. The relative strengths of these two kinds of indirect effects have rarely been compared directly, and how their relative importance varies across environmental gradients is virtually unknown. We investigated the relative strength of trait‐ and density‐mediated indirect effects of the predatory insect Belostoma flumineum on algal communities through predation on the pond snail, Physa gyrina, across a gradient of basal resource abundance. Because prey balance the benefits of foraging against the increased risk of predation while foraging, the availability of the prey's resource should influence the strength of anti‐predator behavioral responses and hence the strength of trait‐mediated indirect interactions. Belostoma presence had positive indirect effects on resources as expected and total predator effects were constant across the basal resource gradient. At low initial resource levels, trait‐mediated indirect effects on algal biomass exceeded density‐mediated indirect effects, while at high initial resources the reverse was true. Snails showed similar habitat use across the resource gradient suggesting that the anti‐predator response was most likely a depression of activity levels.",https://doi.org/10.1111/j.0030-1299.2005.13869.x,0.1875,0.125,0.16666666666666666,0.375,0.4583333333333333
Unravelling host-mediated effects on hemiparasitic Mexican mistletoe<i>Psittacanthus calyculatus</i>(DC.) G. Don traits linked to mutualisms with pollinators and seed dispersers,"While the influence of mistletoe–host interactions on each other's evolution is well-recognized, the role of interactions between mistletoes and its mutualistic pollinators and seed dispersers mediated by host species is relatively unexplored. Here, we examine the effects of host species (Mexican hawthorn Crataegus mexicana DC, black cherry Prunus serotina Ehrh., leather-leaf Mexican oak Quercus crassipes Bonpl.) on flower morphology, nectar production, pollinator visitation rate and female reproductive fitness in hemiparasitic Mexican mistletoe Psittacanthus calyculatus (DC.) G. Don (Loranthaceae) populations at three different locations. We first measured the lengths of corolla, style, stamen, exerted stamen and anther, the length and width of the ovary and nectar availability for mistletoe flowers in natural populations. Then, we evaluated flower visitation and measured (length and width) and weighed the fruits and its seeds of mistletoes growing on each of the three host species. Finally, we evaluated the effects of host species, location and flower traits on fruit or seed size variation (both as proxies of reproductive fitness). We found mistletoes growing on natural hosts P. serotina and Q. crassipes produced larger flowers, fruits and seeds than mistletoes on cultivated C. mexicana. However, these differences varied across space. The amount of available nectar and hummingbird visitation rates in flowers of mistletoes on C. mexicana was higher at the three sites than in flowers of mistletoes on P. serotina or Q. crassipes. The effects of host species, study site and floral trait covariates affected significantly all fitness measures, indicating that mistletoes' reproductive fitness is affected differently depending on the host species and their site of occurrence. These host-associated differences in reproduction might have implications for interactions with mutualistic vectors.",https://doi.org/10.1093/jpe/rty008,0.16666666666666666,0.09090909090909091,0.1212121212121212,0.45454545454545453,0.45454545454545453
Species-Specific Traits Rather Than Resource Partitioning Mediate Diversity Effects on Resource Use,"Background The link between biodiversity and ecosystem processes has firmly been established, but the mechanisms underpinning this relationship are poorly documented. Most studies have focused on terrestrial plant systems where resource use can be difficult to quantify as species rely on a limited number of common resources. Investigating resource use at the bulk level may not always be of sufficient resolution to detect subtle differences in resource use, as species-specific nutritional niches at the biochemical level may also moderate diversity effects on resource use. Methodology/Principal Findings Here we use three co-occurring marine benthic echinoderms (Brissopsis lyrifera, Mesothuria intestinalis, Parastichopus tremulus) that feed on the same phytodetrital food source, to determine whether resource partitioning is the principal mechanism underpinning diversity effects on resource use. Specifically we investigate the use of phytodetrital pigments (chlorophylls and carotenoids) because many of these are essential for biological functions, including reproduction. Pigments were identified and quantified using reverse-phase high performance liquid Chromatography (HPLC) and data were analysed using a combination of extended linear regression with generalised least squares (GLS) estimation and standard multivariate techniques. Our analyses reveal no species-specific selectivity for particular algal pigments, confirming that these three species do not partition food resources at the biochemical level. Nevertheless, we demonstrate increased total resource use in diverse treatments as a result of selection effects and the dominance of one species (B. lyrifera). Conclusion Overall, we found no evidence for resource partitioning at the biochemical level, as pigment composition was similar between individuals, which is likely due to plentiful food availability. Reduced intra-specific competition in the species mixture combined with greater adsorption efficiency and differences in feeding behaviour likely explain the dominant use of resources by B. lyrifera.",https://doi.org/10.1371/journal.pone.0007423,0.16333333333333333,0.1,0.03333333333333333,0.5,0.39999999999999997
Trait‐mediated indirect effect involving a chain of learning in agroecosystems,"Abstract An increase in predation risk triggers a trait response of prey, which alters the interactions between the prey and other species, ultimately affecting other species in the ecosystem. Such predator‐driven trait‐mediated indirect effects (TMIEs) may have been shaped by long‐term evolutionary processes involving the organisms involved, but learning may also be important, especially in contemporary ecosystems experiencing repeated biological invasions. The apple snail Pomacea canaliculata is an important introduced pest of rice, Oryza sativa. Recently, the carrion crow Corvus corone has been found to prey on this species only in some areas, suggesting that learning is involved in this predation. In addition, apple snails can learn to escape from predators and exhibit predator‐specific responses. Thus, the “chain of learning” by the crow and the snail may shape novel TMIEs in the rice ecosystem. We conducted field and mesocosm experiments to test this hypothesis. In the field experiment, we simulated predation by crows in rice fields and investigated the behavior of apple snails. The snails exhibited escape behaviors in response to the simulated predation, and both the proportion of individuals showing the escape response and the degree of escape response were greater in fields with predation by crows than those without predation. In the mesocosm experiment, apple snails from fields with and without predation by crows were separately introduced into mesocosms simulating rice fields, and the behaviors of the snails and the number of remaining rice plants were recorded for 16 days at three levels of predation risk (daily, every 4 days, or no predation). Both the presence/absence of predation in the collection fields and simulated predation affected the escape responses of the snails. Moreover, damage to rice was more severe in mesocosms containing snails from fields without predation than those containing snails from fields with predation. These results suggest that the “chain of learning” causes TMIEs in agroecosystems.",https://doi.org/10.1002/ecs2.70046,0.14102564102564102,0.07692307692307693,0.1282051282051282,0.38461538461538464,0.3589743589743589
Moving beyond linear food chains: trait-mediated indirect interactions in a rocky intertidal food web,"In simple, linear food chains, top predators can have positive indirect effects on basal resources by causing changes in the traits (e.g. behaviour, feeding rates) of intermediate consumers. Although less is known about trait-mediated indirect interactions (TMIIs) in more complex food webs, it has been suggested that such complexity dampens trophic cascades. We examined TMIIs between a predatory crab ( Carcinus maenas ) and two ecologically important basal resources, fucoid algae ( Ascophyllum nodosum ) and barnacles ( Semibalanus balanoides ), which are consumed by herbivorous ( Littorina littorea ) and carnivorous ( Nucella lapillus ) snails, respectively. Because crab predation risk suppresses snail feeding rates, we hypothesized that crabs would also shape direct and indirect interactions among the multiple consumers and resources. We found that the magnitude of TMIIs between the crab and each resource depended on the suite of intermediate consumers present in the food web. Carnivorous snails ( Nucella ) transmitted TMIIs between crabs and barnacles. However, crab–algae TMIIs were transmitted by both herbivorous ( Littorina ) and carnivorous ( Nucella ) snails, and these TMIIs were additive. By causing Nucella to consume fewer barnacles, crab predation risk allowed fucoids that had settled on or between barnacles to remain in the community. Hence, positive interactions between barnacles and algae caused crab–algae TMIIs to be strongest when both consumers were present. Studies of TMIIs in more realistic, reticulate food webs will be necessary for a more complete understanding of how predation risk shapes community dynamics.",https://doi.org/10.1098/rspb.2016.2590,0.13999999999999999,0.1,0.03333333333333333,0.5,0.16666666666666666
Susceptibility to Predation Affects Trait-Mediated Indirect Interactions by Reversing Interspecific Competition,"Numerous studies indicate that the behavioral responses of prey to the presence of predators can have an important role in structuring assemblages through trait-mediated indirect interactions. Few studies, however, have addressed how relative susceptibility to predation influences such interactions. Here we examine the effect of chemical cues from the common shore crab Carcinus maenas on the foraging behavior of two common intertidal gastropod molluscs. Of the two model consumers studied, Littorina littorea is morphologically more vulnerable to crab predation than Gibbula umbilicalis, and it exhibited greater competitive ability in the absence of predation threat. However, Littorina demonstrated a greater anti-predator response when experimentally exposed to predation cues, resulting in a lower level of foraging. This reversed the competitive interaction, allowing Gibbula substantially increased access to shared resources. Our results demonstrate that the susceptibility of consumers to predation can influence species interactions, and suggest that inter-specific differences in trait-mediated indirect interactions are another mechanism through which non-consumptive predator effects may influence trophic interactions.",https://doi.org/10.1371/journal.pone.0023068,0.1380952380952381,0.0,0.14285714285714285,0.8571428571428571,0.38095238095238093
Density‐ and trait‐mediated effects of a parasite and a predator in a tri‐trophic food web,"Summary Despite growing interest in ecological consequences of parasitism in food webs, relatively little is known about effects of parasites on long‐term population dynamics of non‐host species or about whether such effects are density or trait mediated. We studied a tri‐trophic food chain comprised of (i) a bacterial basal resource ( S erratia fonticola ), (ii) an intermediate consumer ( P aramecium caudatum ), (iii) a top predator ( D idinium nasutum ) and (iv) a parasite of the intermediate consumer ( H olospora undulata ). A fully factorial experimental manipulation of predator and parasite presence/absence was combined with analyses of population dynamics, modelling and analyses of host ( P aramecium ) morphology and behaviour. Predation and parasitism each reduced the abundance of the intermediate consumer ( P aramecium ), and parasitism indirectly reduced the abundance of the basal resource ( S erratia ). However, in combination, predation and parasitism had non‐additive effects on the abundance of the intermediate consumer, as well as on that of the basal resource. In both cases, the negative effect of parasitism seemed to be effaced by predation. Infection of the intermediate consumer reduced predator abundance. Modelling and additional experimentation revealed that this was most likely due to parasite reduction of intermediate host abundance (a density‐mediated effect), as opposed to changes in predator functional or numerical response. Parasitism altered morphological and behavioural traits, by reducing host cell length and increasing the swimming speed of cells with moderate parasite loads. Additional tests showed no significant difference in D idinium feeding rate on infected and uninfected hosts, suggesting that the combination of these modifications does not affect host vulnerability to predation. However, estimated rates of encounter with S erratia based on these modifications were higher for infected Paramecium than for uninfected P aramecium. A mixture of density‐mediated and trait‐mediated indirect effects of parasitism on non‐host species creates rich and complex possibilities for effects of parasites in food webs that should be included in assessments of possible impacts of parasite eradication or introduction.",https://doi.org/10.1111/1365-2656.12317,0.13333333333333333,0.08333333333333333,0.1111111111111111,0.25,0.3888888888888889
Native fruit traits may mediate dispersal competition between native and non-native plants,"Seed disperser preferences may mediate the impact of invasive, non-native plant species on their new ecological communities. Significant seed disperser preference for invasives over native species could facilitate the spread of the invasives while impeding native plant dispersal. Such competition for dispersers could negatively impact the fitness of some native plants. Here, we review published literature to identify circumstances under which preference for non-native fruits occurs. The importance of fruit attraction is underscored by several studies demonstrating that invasive, fleshy-fruited plant species are particularly attractive to regional frugivores. A small set of studies directly compare frugivore preference for native vs. invasive species, and we find that different designs and goals within such studies frequently yield contrasting results. When similar native and non-native plant species have been compared, frugivores have tended to show preference for the non-natives. This preference appears to stem from enhanced feeding efficiency or accessibility associated with the non-native fruits. On the other hand, studies examining preference within existing suites of co-occurring species, with no attempt to maximize fruit similarity, show mixed results, with frugivores in most cases acting opportunistically or preferring native species. A simple, exploratory meta-analysis finds significant preference for native species when these studies are examined as a group. We illustrate the contrasting findings typical of these two approaches with results from two small-scale aviary experiments we conducted to determine preference by frugivorous bird species in northern California. In these case studies, native birds preferred the native fruit species as long as it was dissimilar from non-native fruits, while non-native European starlings preferred non-native fruit. However, native birds showed slight, non-significant preference for non-native fruit species when such fruits were selected for their physical resemblance to the native fruit species. Based on our review and case studies, we propose that fruit characteristics of native plant communities could dictate how well a non-native, fleshy-fruited plant species competes for dispersers with natives. Native bird preferences may be largely influenced by regional native fruits, such that birds are attracted to the colors, morphology, and infructescence structures characteristic of preferred native fruits. Non-native fruits exhibiting similar traits are likely to encounter bird communities predisposed to consume them. If those non-natives offer greater fruit abundance, energy content, or accessibility, they may outcompete native plants for dispersers.",https://doi.org/10.3897/neobiota.12.2357,0.10784313725490197,0.0,0.1372549019607843,0.47058823529411764,0.4705882352941176
